artist_1,artist_2,count,song_ids
A$AP Rocky,Frank Ocean,1,"2MF4HtZHBoUliOi9nOAbS0"
Kanye West,Pusha T,1,"5vnuJ8EopkP5dHukpOmT3L"
Pusha T,Rick Ross,1,"3HgA5R5alihocnOYE9ihpS"
Nicky Jam,Will Smith,1,"4DnHUy01jEA4b5ydC3HgsT"
Era Istrefi,Nicky Jam,1,"4DnHUy01jEA4b5ydC3HgsT"
Era Istrefi,Will Smith,1,"4DnHUy01jEA4b5ydC3HgsT"
J Balvin,Zion & Lennox,1,"5qFeMRz4TvetPmzjre9Dq7"
Anitta,Matheus & Kauan,1,"2Ab1wPTEqulaCGoBak1gUo"
6ix9ine,DJ SpinKing,1,"6kp0inxIexxSiDJfWqq0ZL"
Anitta,Wesley Safadão,1,"0RBOFW5424gCCCZrgECbt6"
Cardi B,Maroon 5,1,"7fa9MBXhVfQ8P8Df9OEbD8"
George Benson,Gorillaz,1,"3NeiYiBn3rQBgurfVk92Zm"
Kanye West,PARTYNEXTDOOR,2,"6Bg7MznA9X0dIhlAsLyBYj, 3dG6tjetoR4GMmUGZUprLt"
Jack & Jack,Jonas Blue,1,"3KLygy1YWhmrQx0GRs7IOx"
KIDS SEE GHOSTS,Ty Dolla $ign,1,"7GRTrWsP3yo2Fx8umJfA1X"
KIDS SEE GHOSTS,Louis Prima,2,"5cQMfg4AEejKUfNA44ZGep, 6JyEh4kl9DLwmSAoNDRn5b"
Bausa,Summer Cem,1,"35lIK2q78MSgv3Abb4qAjk"
KIDS SEE GHOSTS,Pusha T,1,"3aUFrxO1B8EW63QchEl3wX"
KIDS SEE GHOSTS,Yasiin Bey,1,"2I3dW2dCBZAJGj5X21E53k"
Louis The Child,Wafia,1,"447yWcDPg1ddgcHBLGpJC0"
Lil Wayne,Nicki Minaj,2,"2D1MK9oaxy7axXggy3iVbp, 5IvdLxVB8gwwcgnEkXSSW2"
Ariana Grande,Troye Sivan,1,"17JYzDCW1UTndfURuTydF2"
Ariana Grande,Nicki Minaj,3,"3L4GsGLgxpHieVQH86H8bv, 0sdbFOyfgAhAhWq8DpzkaW, 44ONERBHALxftQNWq6dmyd"
Khalid,Martin Garrix,1,"3nc420PXjTdBV5TN0gCFkS"
Imagine Dragons,Kygo,1,"4M3FO0ji6Lc8vwD1sgf1nc"
2 Chainz,Drake,1,"5S1IUPueD0xE0vj4zU3nSf"
2 Chainz,Quavo,1,"5S1IUPueD0xE0vj4zU3nSf"
Drake,Quavo,2,"5S1IUPueD0xE0vj4zU3nSf, 1rlIrbWboTRGeKfHhgbJRZ"
Major Lazer,Rudimental,1,"3D1rlKmZdpYUeMtRRLNawc"
Anne-Marie,Rudimental,1,"3D1rlKmZdpYUeMtRRLNawc"
Mr Eazi,Rudimental,1,"3D1rlKmZdpYUeMtRRLNawc"
Anne-Marie,Major Lazer,1,"3D1rlKmZdpYUeMtRRLNawc"
Major Lazer,Mr Eazi,2,"3D1rlKmZdpYUeMtRRLNawc, 0zC401uLD0oQFxeM4QW1dk"
Anne-Marie,Mr Eazi,1,"3D1rlKmZdpYUeMtRRLNawc"
David Guetta,Showtek,1,"0tgbSxoFjZ20MjfoKwWevV"
Diddy,Nas,1,"5FYu8uBB6E11mepU601601"
070 Shake,Nas,1,"5FYu8uBB6E11mepU601601"
070 Shake,Diddy,1,"5FYu8uBB6E11mepU601601"
Kanye West,Nas,2,"1vi9adPJiD4d22ybGp25hy, 3XaNHbNa9Chz9plhRpcaof"
Nas,The-Dream,2,"0BSPhsCKfwENstErymcD80, 3XaNHbNa9Chz9plhRpcaof"
Kanye West,The-Dream,1,"3XaNHbNa9Chz9plhRpcaof"
Nas,The WRLDFMS Tony Williams,1,"6w9lmWBgqzPQHNQo5KaORN"
Kin$oul,XXXTENTACION,1,"3QVIBuVrIe5IHOZepa7JBZ"
Killstation,XXXTENTACION,1,"3QVIBuVrIe5IHOZepa7JBZ"
Killstation,Kin$oul,1,"3QVIBuVrIe5IHOZepa7JBZ"
Ski Mask The Slump God,XXXTENTACION,2,"658I1uDnmLSiltFCf98AWE, 79R3qLqdbwUSYWX4cEOpbJ"
Noah Cyrus,XXXTENTACION,1,"2S2od3hT7ceytw7d1pTRuE"
Cheat Codes,Little Mix,1,"54l9GJGQ1UCFKe2tzt1Vxt"
Capital Bra,King Khalil,1,"4kAIdBQEmb1M9ryd9tNSCD"
Blac Youngsta,G-Eazy,1,"61TklWcG8PbT5hvUTzwLaY"
BlocBoy JB,G-Eazy,1,"61TklWcG8PbT5hvUTzwLaY"
Blac Youngsta,BlocBoy JB,1,"61TklWcG8PbT5hvUTzwLaY"
LUDMILLA,Mc Doguinha,1,"78Q2gghkt8iLJ7J0Uc4QYb"
LUDMILLA,MC Pupio,1,"78Q2gghkt8iLJ7J0Uc4QYb"
MC Pupio,Mc Doguinha,1,"78Q2gghkt8iLJ7J0Uc4QYb"
Lil Skies,Yung Pinch,1,"5Cg98kiDYtCEHmjcKD0CJD"
2 Chainz,YG,1,"0ZNrc4kNeQYD9koZ3KvCsy"
Big Sean,YG,1,"0ZNrc4kNeQYD9koZ3KvCsy"
Nicki Minaj,YG,1,"0ZNrc4kNeQYD9koZ3KvCsy"
2 Chainz,Big Sean,1,"0ZNrc4kNeQYD9koZ3KvCsy"
2 Chainz,Nicki Minaj,1,"0ZNrc4kNeQYD9koZ3KvCsy"
Big Sean,Nicki Minaj,1,"0ZNrc4kNeQYD9koZ3KvCsy"
Luis Fonsi,Stefflon Don,1,"4178A5NkEjcsGc64jpBO6d"
Drake,Michael Jackson,1,"6G8kHiVZ1jW7vHMPVRNZU0"
Drake,JAY-Z,1,"3Yw09dj3cTXsAzlLjgBfIP"
Drake,Static Major,1,"3mvYQKm8h6M5K5h0nVPY9S"
Drake,Ty Dolla $ign,1,"3mvYQKm8h6M5K5h0nVPY9S"
Static Major,Ty Dolla $ign,1,"3mvYQKm8h6M5K5h0nVPY9S"
Maluma,Nicky Jam,1,"6JjPBQfI2Y8nIjnm65X6Pw"
J Balvin,Maluma,1,"6JjPBQfI2Y8nIjnm65X6Pw"
Maluma,Ozuna,1,"6JjPBQfI2Y8nIjnm65X6Pw"
Manuel Turizo,Ozuna,1,"48zFZh27QU5qsrBjn4C2FA"
Gorillaz,Snoop Dogg,1,"0P2Dxoy0mdzM9NlFQoLZbc"
Gorillaz,Jamie Principle,1,"0P2Dxoy0mdzM9NlFQoLZbc"
Jamie Principle,Snoop Dogg,1,"0P2Dxoy0mdzM9NlFQoLZbc"
Brytiago,Darell,4,"6rbhaJsE4uLzpPf8WYSHDK, 56CvVCJYRQNWwM4vF4neCD, 59PYgzOiOjGDzjDT5N5oOX, 6R66bI4nkzvvNba80pWU2t"
Juan Magán,Mala Rodríguez,1,"79HTe42PihWUUq4BDjcuCq"
Felix Jaehn,OMI,1,"7vFoFDWqTX0mHzLfrF1Cfy"
Dynoro,Gigi D'Agostino,1,"0E9ZjEAyAwOXZ7wJC0PD33"
Bushido,Samra,1,"78CLZUWhsxIDwObCKOh1fh"
Bushido,Capital Bra,1,"78CLZUWhsxIDwObCKOh1fh"
Capital Bra,Samra,2,"78CLZUWhsxIDwObCKOh1fh, 3eMwf7uAEn1VJcmd12gMmi"
Cardi B,Lil Yachty,1,"3LR0t8XqZ1FUj6nj01sXN0"
Cardi B,Offset,1,"3LR0t8XqZ1FUj6nj01sXN0"
Meek Mill,Swizz Beatz,1,"1dQ84P0W0lOckT02lPEhhP"
Justin Quiles,Zion & Lennox,1,"5bITfqKGaPakO1l99hOMsI"
Juice WRLD,Lil Uzi Vert,1,"1a7WZZZH7LzyvorhpOJFTe"
Halsey,benny blanco,1,"7FGq80cy8juXBCD2nrqdWU"
Khalid,benny blanco,1,"7FGq80cy8juXBCD2nrqdWU"
Halsey,Khalid,1,"7FGq80cy8juXBCD2nrqdWU"
Swae Lee,Wiz Khalifa,1,"7IBSffWIu7P2MC7kMwy2FM"
Lil Skies,Wiz Khalifa,1,"1RagpNpkD3KcjXMLGMe99V"
Gucci Mane,Wiz Khalifa,1,"5t8djD6oZcfAyqF4cTQfFb"
Diplo,MØ,1,"5vsRm2aCBl5T2qdpvwtrf6"
Daddy Yankee,R.K.M & Ken-Y,1,"7lEhOiFtcLXY4P7cuTKuQ8"
Arcángel,Daddy Yankee,1,"7lEhOiFtcLXY4P7cuTKuQ8"
Arcángel,R.K.M & Ken-Y,1,"7lEhOiFtcLXY4P7cuTKuQ8"
NATTI NATASHA,Thalia,1,"1G586ld1gbaECg4Bc6w40O"
Alex Rose,Cazzu,1,"7nD2JPaxIKUdxd2UWgnaGL"
Alex Rose,Rauw Alejandro,1,"7nD2JPaxIKUdxd2UWgnaGL"
Alex Rose,Lenny Tavárez,1,"7nD2JPaxIKUdxd2UWgnaGL"
Cazzu,Rauw Alejandro,1,"7nD2JPaxIKUdxd2UWgnaGL"
Cazzu,Lenny Tavárez,1,"7nD2JPaxIKUdxd2UWgnaGL"
Lenny Tavárez,Rauw Alejandro,1,"7nD2JPaxIKUdxd2UWgnaGL"
Chance the Rapper,Supa Bwe,1,"2cEnYJKLSZPH7MFSk6C05c"
Chance the Rapper,Forever Band,1,"2cEnYJKLSZPH7MFSk6C05c"
Forever Band,Supa Bwe,1,"2cEnYJKLSZPH7MFSk6C05c"
Elley Duhé,Zedd,1,"4keoy2fqgwGnbWlm3ZVZFa"
Rvssian,Sfera Ebbasta,1,"0l8vhDaEztxLCQsFOAX64d"
Becky G,French Montana,1,"3clw56k8jqFaXnwdejV4Yo"
Becky G,Farruko,1,"3clw56k8jqFaXnwdejV4Yo"
Farruko,French Montana,1,"3clw56k8jqFaXnwdejV4Yo"
El Profesor,HUGEL,1,"1MFSD0AkPk8Yq7TDEhrHcb"
6ix9ine,Nicki Minaj,2,"2l8nEO0vsTRCRnGqQty6qx, 1oJ8EDr2pv94IvSd6ZmDgo"
6ix9ine,Murda Beatz,1,"2l8nEO0vsTRCRnGqQty6qx"
Murda Beatz,Nicki Minaj,1,"2l8nEO0vsTRCRnGqQty6qx"
Anuel AA,Zion,1,"6XBjCetHKdO5L9cwMDVffw"
Logic,Ryan Tedder,2,"6e2PtJYcltVk76nLwxBzRn, 7rKKh8AGVXuNXgLBpTBTFH"
Emily Warren,The Chainsmokers,1,"5hrXLJJrnKraxRQntH0Vv9"
Anne-Marie,David Guetta,1,"2zy9TMoZlYGuCNY4TLqG24"
Alan Walker,Au/Ra,1,"1snWlbcbgQpJfknoI30DWG"
Alan Walker,Tomine Harket,1,"1snWlbcbgQpJfknoI30DWG"
Au/Ra,Tomine Harket,1,"1snWlbcbgQpJfknoI30DWG"
J Balvin,KAROL G,1,"38QmUDpkoYlNbMKvpvAsrE"
KAROL G,Nicky Jam,1,"38QmUDpkoYlNbMKvpvAsrE"
Kris Kross Amsterdam,The Boy Next Door,1,"3DGar7krWlmrXRFHBcQF6z"
Conor Maynard,Kris Kross Amsterdam,1,"3DGar7krWlmrXRFHBcQF6z"
Conor Maynard,The Boy Next Door,1,"3DGar7krWlmrXRFHBcQF6z"
DJ Durel,Migos,1,"3fEpuoSr8ufvyRR7s2jB3U"
Alvaro Soler,Flo Rida,1,"56gH0zGe3SP9SGNoQ2pWwn"
Alvaro Soler,TINI,1,"56gH0zGe3SP9SGNoQ2pWwn"
Flo Rida,TINI,1,"56gH0zGe3SP9SGNoQ2pWwn"
Capital Bra,Juju,1,"5d35jcJj7WjDQBOHCHPY6t"
Bazzi,Camila Cabello,1,"4VUwkH455At9kENOfzTqmF"
Bonn,Martin Garrix,1,"4ut5G4rgB1ClpMTMfjoIuy"
Bonez MC,RAF Camora,8,"4UOXo3xWnxYdTf3sFyRaUG, 6pLKMPAUlBCjHjylj2Nbd9, 4Bj3usjRTckEJARO0dLbDf, 2SRVj6ceeIffVEm9NFyRHI, 4XHP5B63UsW0GniEx7oMHu, 4JxvECbZ3Oes1eUrmhQNSH, 6Cy4jkukjKnIqGYkU7xCeF, 3uMpllxUKlpuXHczoHJ0U5"
Timbaland,ZAYN,1,"7jhlKPpAUqgV1m6AOTO19U"
A$AP Rocky,YG,1,"50wkDxcIfamIajKwmgp0iB"
Becky G,Paulo Londra,1,"2XXMDz7SPZ4mSFN1PXfHUy"
Jay 305,YG,1,"1qUdAB72nSWPZwDqH9KMYD"
Lil Pump,Smokepurpp,1,"0ibOcbkp2XG46Do8jcy0bL"
Trippie Redd,Young Thug,1,"2c3qwFINQyRGwyqI97UQiA"
Reese LAFLARE,Trippie Redd,1,"2c3qwFINQyRGwyqI97UQiA"
Reese LAFLARE,Young Thug,1,"2c3qwFINQyRGwyqI97UQiA"
Diplo,Trippie Redd,1,"6IpvkngH89cA3hhPC84Leg"
Travis Scott,Trippie Redd,1,"4apiNNK0jp9uqn3JDG9My1"
Labrinth,Nicki Minaj,1,"38TgLPNHsPzgqri5G4SPun"
Eminem,Nicki Minaj,1,"38TgLPNHsPzgqri5G4SPun"
Eminem,Labrinth,1,"38TgLPNHsPzgqri5G4SPun"
Gucci Mane,Lil Pump,1,"384Oc8MQzITdL2DGyCeivN"
Nicki Minaj,Swae Lee,1,"03It1uO69CjGWP3yyVe465"
Nicki Minaj,The Weeknd,1,"5vAEnWrHxLv78uwZrAJcX6"
Elley Duhé,Gryffin,1,"4QVS8YCpK71R4FsxSMCjhP"
Ariana Grande,Pharrell Williams,1,"4mLkiFppf8Xvem6BSY34qw"
Calvin Harris,Sam Smith,1,"5N5k9nd479b1xpDZ4usjrg"
Calvin Harris,Jessie Reyez,1,"5N5k9nd479b1xpDZ4usjrg"
Jessie Reyez,Sam Smith,1,"5N5k9nd479b1xpDZ4usjrg"
Ariana Grande,Missy Elliott,1,"4b7mLZQWsy0rLnrMtPA9fQ"
Bastille,Marshmello,1,"2dpaYNEQHiRxtZbfNsse99"
Young Stoner Life,Young Thug,2,"0kCBorRrKZkSztd9m0QI3r, 3HxYOwZZHZn5mC1drqPQqR"
Gunna,Young Thug,3,"0kCBorRrKZkSztd9m0QI3r, 4T7cJdrTRqOBESPYfvfj2x, 3tkFCUaISwablf9MJydsuB"
Lil Baby,Young Thug,2,"0kCBorRrKZkSztd9m0QI3r, 4T7cJdrTRqOBESPYfvfj2x"
Gunna,Young Stoner Life,1,"0kCBorRrKZkSztd9m0QI3r"
Lil Baby,Young Stoner Life,1,"0kCBorRrKZkSztd9m0QI3r"
Gunna,Lil Baby,10,"0kCBorRrKZkSztd9m0QI3r, 78QR3Wp35dqAhFEc2qAGjE, 6wWaVoUOzLQJHd3bWAUpdZ, 6PoKfDY78ih5OveWirggRX, 7roKDmJDOzkpfGpUQJ5EnL, 1yQvL8SzbF5JCroRKk9F07, 3F57PtOdqRpD6euFYqtKXX, 2Am26UXisQ91vBLYdqd7Pa, 4T7cJdrTRqOBESPYfvfj2x, 4F6yN5FsFW10Ucx7cLCzBh"
Camila Cabello,Swae Lee,1,"5vnpANH92iEajvGwE2oQ6r"
Lil Uzi Vert,Young Thug,1,"3HxYOwZZHZn5mC1drqPQqR"
Lil Uzi Vert,Young Stoner Life,1,"3HxYOwZZHZn5mC1drqPQqR"
BTS,Nicki Minaj,1,"03iCbZaM4OkRR4We6wIzvx"
David Guetta,Jason Derulo,1,"5Xn4IyTtW6FUGIUyWjbUHG"
Jason Derulo,Willy William,1,"5Xn4IyTtW6FUGIUyWjbUHG"
David Guetta,Nicki Minaj,1,"5Xn4IyTtW6FUGIUyWjbUHG"
David Guetta,Willy William,1,"5Xn4IyTtW6FUGIUyWjbUHG"
Nicki Minaj,Willy William,1,"5Xn4IyTtW6FUGIUyWjbUHG"
Nick Jonas,Robin Schulz,1,"43wzy7JxMEfvCh8ZFeZKYk"
Bas,J. Cole,1,"0YAQnYt2oB8OdoaeqnHyTI"
French Montana,Liam Payne,1,"63MtMwfhxUvM2cyUNb5Iux"
Arthur Hanlon,Ozuna,1,"1AVu7Kc2MRrLfOG1RCEf07"
Ozuna,Yandel,1,"1aYcpI8hXtpAEdBq8fp1pH"
Mau y Ricky,Sebastian Yatra,1,"7uQmJ1jgNzBpATSoWKSPFu"
Eminem,Joyner Lucas,1,"60SdxE8apGAxMiRrpbmLY0"
Eminem,Royce Da 5'9",1,"28FGV3ORH14MYORd7s5dlU"
Eminem,Jessie Reyez,2,"09FfQO3PqHO4HIJL511Ksi, 4g32MdRoqwGKQd3NXIRhpU"
6ix9ine,Anuel AA,2,"4KkUjFkcQvGvWekl8RATDn, 0LQ1J0BCzA2qnAgp9MkkNE"
Maluma,Reik,1,"2zDj4WjbNDmrRL6Z4YjjCA"
Lil Yachty,Social House,1,"2Yer0p7uB2lVBUAtANuuQp"
Dua Lipa,Silk City,1,"5N4erncE7kuUccm7zEmwzk"
Mark Ronson,Silk City,1,"5N4erncE7kuUccm7zEmwzk"
Diplo,Silk City,1,"5N4erncE7kuUccm7zEmwzk"
Dua Lipa,Mark Ronson,1,"5N4erncE7kuUccm7zEmwzk"
Diplo,Dua Lipa,1,"5N4erncE7kuUccm7zEmwzk"
Diplo,Mark Ronson,1,"5N4erncE7kuUccm7zEmwzk"
Kanye West,Lil Pump,1,"4S8d14HvHb70ImctNgVzQQ"
Hozier,Mavis Staples,1,"7wR5r0KYGXBpyWXCdyYs3F"
Frenna,Lil Kleine,1,"4kuexchmxuc5NXmokfo1WH"
Nicky Romero,Steve Aoki,1,"1MobXMNPi9e1onV0ElsPEj"
Kiiara,Steve Aoki,1,"1MobXMNPi9e1onV0ElsPEj"
Kiiara,Nicky Romero,1,"1MobXMNPi9e1onV0ElsPEj"
Capo Plaza,Guè,1,"7iBEOLwjgoPVOXBNKwdoiq"
Ella Eyre,Sigala,1,"0v3BMLcwUmAwyqJaf5997o"
Meghan Trainor,Sigala,1,"0v3BMLcwUmAwyqJaf5997o"
French Montana,Sigala,1,"0v3BMLcwUmAwyqJaf5997o"
Ella Eyre,Meghan Trainor,1,"0v3BMLcwUmAwyqJaf5997o"
Ella Eyre,French Montana,1,"0v3BMLcwUmAwyqJaf5997o"
French Montana,Meghan Trainor,1,"0v3BMLcwUmAwyqJaf5997o"
Mac Miller,Miguel,1,"6GnhWMhgJb7uyiiPEiEkDA"
Anderson .Paak,Mac Miller,1,"5iUQMwxUPdJBFeGkePtM66"
Ariana Grande,Mac Miller,1,"66wkCYWlXzSTQAfnsPBptt"
Bruno Mars,Gucci Mane,1,"2G1tXoGBaEMJ7FKGnkf6ud"
Gucci Mane,Kodak Black,1,"2G1tXoGBaEMJ7FKGnkf6ud"
Bruno Mars,Kodak Black,1,"2G1tXoGBaEMJ7FKGnkf6ud"
Bebe Rexha,David Guetta,1,"0YammaEkYSeo9vQYZ1OwS6"
David Guetta,J Balvin,1,"0YammaEkYSeo9vQYZ1OwS6"
Bebe Rexha,J Balvin,1,"0YammaEkYSeo9vQYZ1OwS6"
Gzuz,RAF Camora,1,"4Bj3usjRTckEJARO0dLbDf"
Justin Mylo,Martin Garrix,1,"7IWTIkiWGWNQyYfOLdMrGD"
Dewain Whitmore,Martin Garrix,1,"7IWTIkiWGWNQyYfOLdMrGD"
Dewain Whitmore,Justin Mylo,1,"7IWTIkiWGWNQyYfOLdMrGD"
6LACK,J. Cole,1,"4at3d5QWnlibMVN75ECDrp"
6LACK,Offset,1,"6Zisja44KqMZj4GM4UY6Yv"
6LACK,Future,1,"6rJmWa5DvQ3Nby3tdcX2L0"
Loredana,Mozzik,1,"5UtiebKGhsSce9gX1qCqic"
Guè,Sfera Ebbasta,1,"6gAySqc7QK27KEASxmc7Ag"
DrefGold,Guè,1,"6gAySqc7QK27KEASxmc7Ag"
Anuel AA,KAROL G,1,"6q8Lb50EtqNeeJXXe8mMAH"
French Montana,GASHI,1,"1MUL6DO2gVimj2YrVedubd"
DJ Snake,GASHI,1,"1MUL6DO2gVimj2YrVedubd"
DJ Snake,French Montana,1,"1MUL6DO2gVimj2YrVedubd"
Lil Peep,XXXTENTACION,1,"4jvjzW7Hm0yK4LvvE0Paz9"
Drake,French Montana,1,"04MLEeAMuV9IlHEsD8vF6A"
Kelsea Ballerini,The Chainsmokers,1,"4NBTZtAt1F13VvlSKe6KTl"
CAPO,Farid Bang,1,"4IAVIBh9jbYN30DwpHFMD4"
6ix9ine,Farid Bang,1,"4IAVIBh9jbYN30DwpHFMD4"
Farid Bang,SCH,1,"4IAVIBh9jbYN30DwpHFMD4"
6ix9ine,CAPO,1,"4IAVIBh9jbYN30DwpHFMD4"
CAPO,SCH,1,"4IAVIBh9jbYN30DwpHFMD4"
6ix9ine,SCH,1,"4IAVIBh9jbYN30DwpHFMD4"
Gzuz,Veysel,1,"6XjEOPgbgHKcaHcunEHSJJ"
MC Kekel,MC Kevinho,1,"51HrDv54pSe1IqynORNXBd"
Jaden,Young Thug,1,"1Jl21sidRpEdlVBvYbssLx"
Elton John,Young Thug,1,"7iMDaY1LnASwCk2uUpMtii"
Kendrick Lamar,Lil Wayne,1,"0dbTQYW3Ad1FTzIA9t90E8"
Lil Wayne,XXXTENTACION,2,"5BQrp63SHCVf4bzCzJePne, 3vWzyGTu6Ovo1GdrcJqH6e"
Lil Wayne,Travis Scott,1,"0CBQ0m3mufWH75LTYB3s6h"
DJ Snake,Selena Gomez,1,"4w8niZpiMy6qz1mntFA5uM"
DJ Snake,Ozuna,1,"4w8niZpiMy6qz1mntFA5uM"
Cardi B,DJ Snake,1,"4w8niZpiMy6qz1mntFA5uM"
Ozuna,Selena Gomez,1,"4w8niZpiMy6qz1mntFA5uM"
Cardi B,Selena Gomez,1,"4w8niZpiMy6qz1mntFA5uM"
Lil Wayne,Swizz Beatz,1,"3wScL5W8H40zzCKN0atfBk"
Lil Wayne,Sosamann,1,"3JX0dOCIAiaR8MP3ryXWuM"
Lil Wayne,Snoop Dogg,1,"2AwyHlbA6f641SEkizD5JG"
Lil Wayne,Reginae Carter,1,"05r1GGg1Rhs0RcUg27C82a"
Bradley Cooper,Lady Gaga,2,"2VxeLyX666F8uXCJ0dZF8B, 3DKpA54hrFIdPN6AtL9HXa"
Ashanti,Lil Wayne,1,"6wqWfSOZvTK18SAczoYm1L"
Lil Wayne,Mack Maine,1,"6wqWfSOZvTK18SAczoYm1L"
Ashanti,Mack Maine,1,"6wqWfSOZvTK18SAczoYm1L"
Lil Wayne,Nivea,1,"7cG6SxmQ24hQWnR8UThrk2"
Shawn Mendes,Zedd,1,"575NJxNUVDqwJGdzBrlLbv"
Ghostface Killah,Logic,1,"6VDz4m1vEGHDDqQojf1mpc"
Logic,Raekwon,1,"6VDz4m1vEGHDDqQojf1mpc"
Logic,RZA,1,"6VDz4m1vEGHDDqQojf1mpc"
Logic,Method Man,1,"6VDz4m1vEGHDDqQojf1mpc"
Inspectah Deck,Logic,1,"6VDz4m1vEGHDDqQojf1mpc"
Cappadonna,Logic,1,"6VDz4m1vEGHDDqQojf1mpc"
Jackpot Scotty Wotty,Logic,1,"6VDz4m1vEGHDDqQojf1mpc"
Logic,U-God,1,"6VDz4m1vEGHDDqQojf1mpc"
Logic,Masta Killa,1,"6VDz4m1vEGHDDqQojf1mpc"
GZA,Logic,1,"6VDz4m1vEGHDDqQojf1mpc"
Ghostface Killah,Raekwon,1,"6VDz4m1vEGHDDqQojf1mpc"
Ghostface Killah,RZA,1,"6VDz4m1vEGHDDqQojf1mpc"
Ghostface Killah,Method Man,1,"6VDz4m1vEGHDDqQojf1mpc"
Ghostface Killah,Inspectah Deck,1,"6VDz4m1vEGHDDqQojf1mpc"
Cappadonna,Ghostface Killah,1,"6VDz4m1vEGHDDqQojf1mpc"
Ghostface Killah,Jackpot Scotty Wotty,1,"6VDz4m1vEGHDDqQojf1mpc"
Ghostface Killah,U-God,1,"6VDz4m1vEGHDDqQojf1mpc"
Ghostface Killah,Masta Killa,1,"6VDz4m1vEGHDDqQojf1mpc"
GZA,Ghostface Killah,1,"6VDz4m1vEGHDDqQojf1mpc"
RZA,Raekwon,1,"6VDz4m1vEGHDDqQojf1mpc"
Method Man,Raekwon,1,"6VDz4m1vEGHDDqQojf1mpc"
Inspectah Deck,Raekwon,1,"6VDz4m1vEGHDDqQojf1mpc"
Cappadonna,Raekwon,1,"6VDz4m1vEGHDDqQojf1mpc"
Jackpot Scotty Wotty,Raekwon,1,"6VDz4m1vEGHDDqQojf1mpc"
Raekwon,U-God,1,"6VDz4m1vEGHDDqQojf1mpc"
Masta Killa,Raekwon,1,"6VDz4m1vEGHDDqQojf1mpc"
GZA,Raekwon,1,"6VDz4m1vEGHDDqQojf1mpc"
Method Man,RZA,1,"6VDz4m1vEGHDDqQojf1mpc"
Inspectah Deck,RZA,1,"6VDz4m1vEGHDDqQojf1mpc"
Cappadonna,RZA,1,"6VDz4m1vEGHDDqQojf1mpc"
Jackpot Scotty Wotty,RZA,1,"6VDz4m1vEGHDDqQojf1mpc"
RZA,U-God,1,"6VDz4m1vEGHDDqQojf1mpc"
Masta Killa,RZA,1,"6VDz4m1vEGHDDqQojf1mpc"
GZA,RZA,1,"6VDz4m1vEGHDDqQojf1mpc"
Inspectah Deck,Method Man,1,"6VDz4m1vEGHDDqQojf1mpc"
Cappadonna,Method Man,1,"6VDz4m1vEGHDDqQojf1mpc"
Jackpot Scotty Wotty,Method Man,1,"6VDz4m1vEGHDDqQojf1mpc"
Method Man,U-God,1,"6VDz4m1vEGHDDqQojf1mpc"
Masta Killa,Method Man,1,"6VDz4m1vEGHDDqQojf1mpc"
GZA,Method Man,1,"6VDz4m1vEGHDDqQojf1mpc"
Cappadonna,Inspectah Deck,1,"6VDz4m1vEGHDDqQojf1mpc"
Inspectah Deck,Jackpot Scotty Wotty,1,"6VDz4m1vEGHDDqQojf1mpc"
Inspectah Deck,U-God,1,"6VDz4m1vEGHDDqQojf1mpc"
Inspectah Deck,Masta Killa,1,"6VDz4m1vEGHDDqQojf1mpc"
GZA,Inspectah Deck,1,"6VDz4m1vEGHDDqQojf1mpc"
Cappadonna,Jackpot Scotty Wotty,1,"6VDz4m1vEGHDDqQojf1mpc"
Cappadonna,U-God,1,"6VDz4m1vEGHDDqQojf1mpc"
Cappadonna,Masta Killa,1,"6VDz4m1vEGHDDqQojf1mpc"
Cappadonna,GZA,1,"6VDz4m1vEGHDDqQojf1mpc"
Jackpot Scotty Wotty,U-God,1,"6VDz4m1vEGHDDqQojf1mpc"
Jackpot Scotty Wotty,Masta Killa,1,"6VDz4m1vEGHDDqQojf1mpc"
GZA,Jackpot Scotty Wotty,1,"6VDz4m1vEGHDDqQojf1mpc"
Masta Killa,U-God,1,"6VDz4m1vEGHDDqQojf1mpc"
GZA,U-God,1,"6VDz4m1vEGHDDqQojf1mpc"
GZA,Masta Killa,1,"6VDz4m1vEGHDDqQojf1mpc"
Logic,Wale,1,"4CstQ0SUkl0YkoeZkIZlIx"
John Lindahl,Logic,1,"4CstQ0SUkl0YkoeZkIZlIx"
John Lindahl,Wale,1,"4CstQ0SUkl0YkoeZkIZlIx"
Julia Michaels,Lauv,1,"2hnxrRNzF74mdDzpQZQukQ"
Jaden,Logic,1,"1FmdAhS8FqRoEJ4jcSfuKZ"
Logic,Lucy Rose,1,"4ut9fdC5ncgcvCo0KaphNY"
Logic,The RattPack,1,"4ut9fdC5ncgcvCo0KaphNY"
Lucy Rose,The RattPack,1,"4ut9fdC5ncgcvCo0KaphNY"
Hailee Steinfeld,Logic,1,"2zIAPysksDdMAiG33qH6kW"
Alan Walker,Sophia Somajo,1,"4J4zx8xGJpuGndrVc06KaT"
Major Lazer,RAYE,1,"0zC401uLD0oQFxeM4QW1dk"
Jake Gosling,Major Lazer,1,"0zC401uLD0oQFxeM4QW1dk"
Mr Eazi,RAYE,1,"0zC401uLD0oQFxeM4QW1dk"
Jake Gosling,Mr Eazi,1,"0zC401uLD0oQFxeM4QW1dk"
